aggregateid,siteid,sitename,diatomdatasetid,waterchemdatasetid,aggregatedatasetname,aggregatedatasethandle
15,,NLA-DIAT06608-1719,51711,,US EPA National Lake Assesment 2007,NLA-2007
15,24817,NLA-DIAT06608-0442,51712,43565,US EPA National Lake Assesment 2007,NLA-2007
15,,NLA-DIAT06608-0634,51713,,US EPA National Lake Assesment 2007,NLA-2007
15,24819,NLA-DIAT06608-0608,51714,43569,US EPA National Lake Assesment 2007,NLA-2007
15,24821,NLA-DIAT06608-0663,51715,43567,US EPA National Lake Assesment 2007,NLA-2007
15,24823,NLA-DIAT06608-0899,51716,43571,US EPA National Lake Assesment 2007,NLA-2007
15,24824,NLA-DIAT06608-0915,51717,43572,US EPA National Lake Assesment 2007,NLA-2007
15,,NLA-DIAT06608-1143,51718,,US EPA National Lake Assesment 2007,NLA-2007
15,24826,NLA-DIAT06608-1086,51719,43574,US EPA National Lake Assesment 2007,NLA-2007
15,24829,NLA-DIAT06608-1155,51720,43577,US EPA National Lake Assesment 2007,NLA-2007
15,24830,NLA-DIAT06608-1575,51721,43578,US EPA National Lake Assesment 2007,NLA-2007
15,24381,NLA-DIAT06608-1578,51722,,US EPA National Lake Assesment 2007,NLA-2007
15,24833,NLA-DIAT06608-1735,51723,43581,US EPA National Lake Assesment 2007,NLA-2007
16,14195,ELA 93 (Enache et al 2011),22178,22179,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14197,ELA 99 (Enache et al 2011,22182,22183,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14166,ELA 101 (Enache et al 2011),22124,22125,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14167,ELA 109 (Enache et al 2011),22126,22127,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14168,ELA 110 (Enache et al 2011),22128,22129,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14157,ELA 111 (Enache et al 2011),22106,22107,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14169,ELA 114 (Enache et al 2011),22130,22131,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14170,ELA 115 (Enache et al 2011),22131,22132,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14171,ELA 127 (Enache et al 2011),22133,22134,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14172,ELA 129 (Enache et al 2011),22135,22136,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14173,ELA 131 (Enache et al 2011),22137,22138,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14174,ELA 132 (Enache et al 2011),22139,22140,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14175,ELA 149 (Enache et al 2011),22141,22142,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14176,ELA 150 (Enache et al 2011),22143,22144,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14177,ELA 163 (Enache et al 2011),22145,22146,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14164,Wasp Lake [ELA 164 (Enache et al 2011)],22120,22121,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14178,Wasp Lake [ELA 165 (Enache et al 2011)],22147,22148,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14179,ELA 224 (Enache et al 2011),22149,22150,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14180,ELA 226 (Enache et al 2011),22150,22151,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14158,Boundary Lake [ELA 240 (Enache et al 2011)],22108,22109,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14156,Veronica Lake [ELA 256 (Enache et al 2011)],22104,22105,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14181,ELA 257 (Enache et al 2011),22151,22152,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14182,ELA 373 (Enache et al 2011),22153,22154,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14183,ELA 377 (Enache et al 2011),22155,22156,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14184,ELA 378 (Enache et al 2011),22157,22158,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14185,ELA 383 (Enache et al 2011),22159,22160,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14186,ELA 384 (Enache et al 2011),22161,22162,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14159,Windermere Lake [ELA 435 (Enache et al 2011)],22110,22111,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14187,ELA 436 (Enache et al 2011),22163,22164,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14165,ELA 438 (Enache et al 2011),22122,22123,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14160,ELA 468 (Enache et al 2011),22112,22113,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14188,ELA 470 (Enache et al 2011),22165,22166,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14189,ELA 625 (Enache et al 2011),22167,22168,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14190,ELA 626 (Enache et al 2011),22169,22170,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14191,ELA 627 (Enache et al 2011),22171,22172,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14192,ELA 629 (Enache et al 2011),22173,22174,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14161,ELA 631 (Enache et al 2011),22114,22115,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14193,ELA 651 (Enache et al 2011),22175,22176,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14194,ELA 661 (Enache et al 2011),22176,22177,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
16,14196,ELA 938 (Enache et al 2011),22180,22181,Experimental Lakes Area - NW Ont - M Enache,ELA-ME
17,27905,Inconnu 19,51759,,Abitibi Calibration,Abitibi
17,27906,Inconnu 24,51760,,Abitibi Calibration,Abitibi
17,27907,Topus [Inconnu 25],51761,,Abitibi Calibration,Abitibi
17,27908,Lac Deux Montagnes [Des Montagnes],51762,,Abitibi Calibration,Abitibi
17,27909,Lac Aldas (Inconnu 39),51763,,Abitibi Calibration,Abitibi
17,27910,Lac Altura [Altona],51764,,Abitibi Calibration,Abitibi
17,27911,Lac Arsenault,51765,,Abitibi Calibration,Abitibi
17,27912,Lac � la Truite [Brunet],51766,,Abitibi Calibration,Abitibi
17,27913,Lac Debau,51767,,Abitibi Calibration,Abitibi
17,27914,Lac Dieppe,51768,,Abitibi Calibration,Abitibi
17,27915,Lac Disson,51769,,Abitibi Calibration,Abitibi
17,27916,Lac Ducharme,51770,,Abitibi Calibration,Abitibi
17,27917,Lac Edrien,51771,,Abitibi Calibration,Abitibi
17,27918,Lac Fabie,51772,,Abitibi Calibration,Abitibi
17,27919,Lac Pas de Fond,51773,,Abitibi Calibration,Abitibi
17,27920,Lac Garrot,51774,,Abitibi Calibration,Abitibi
17,27921,Lac G�rin,51775,,Abitibi Calibration,Abitibi
17,27922,Lac Highlift,51776,,Abitibi Calibration,Abitibi
17,27923,Lac Kapekwacata,51777,,Abitibi Calibration,Abitibi
17,27924,KC (Enache and Prairie 2002),51778,,Abitibi Calibration,Abitibi
17,27925,Lac Francis [KF (Enache and Prairie 2002)],51779,,Abitibi Calibration,Abitibi
17,27926,KG (Enache and Prairie 2002),51780,,Abitibi Calibration,Abitibi
17,27927,KH (Enache and Prairie 2002),51781,,Abitibi Calibration,Abitibi
17,27928,KI (Enache and Prairie 2002),51782,,Abitibi Calibration,Abitibi
17,27929,KJ (Enache and Prairie 2002),51783,,Abitibi Calibration,Abitibi
17,27930,KL (Enache and Prairie 2002),51784,,Abitibi Calibration,Abitibi
17,27931,Lac Landry,51785,,Abitibi Calibration,Abitibi
17,27932,Lac Langy,51786,,Abitibi Calibration,Abitibi
17,27933,Lac Lesage,51787,,Abitibi Calibration,Abitibi
17,27934,Lac Leslee,51788,,Abitibi Calibration,Abitibi
17,27935,Lac Long,51789,,Abitibi Calibration,Abitibi
17,27936,Lac Marlon,51790,,Abitibi Calibration,Abitibi
17,27937,Lac Matissard,51791,,Abitibi Calibration,Abitibi
17,27938,Lac Morillon,51792,,Abitibi Calibration,Abitibi
17,27939,Lac Petit Aldas,51793,,Abitibi Calibration,Abitibi
17,27940,Lac Petoncle,51794,,Abitibi Calibration,Abitibi
17,27941,Lac Poison,51795,,Abitibi Calibration,Abitibi
17,27942,Lac Vert,51796,,Abitibi Calibration,Abitibi
17,27943,Lac Vose,51797,,Abitibi Calibration,Abitibi
17,27944,Lac Waite,51798,,Abitibi Calibration,Abitibi
17,27945,Lac Lassus,51799,,Abitibi Calibration,Abitibi
17,27946,Lac Rich,51800,,Abitibi Calibration,Abitibi
18,11863,Anderson Lake,17964,17963,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11864,Bayers,17966,17965,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11865,Bell Lake,17968,17967,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11866,Cranberry Lake,17970,17969,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11867,Frasers Lake,17972,17971,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11868,Kinsac lake,17974,17973,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11869,Little Albro Lake,17976,17975,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11870,Little Springfield,17978,17977,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11871,Maynard Lake,17980,17979,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11872,Miller Lake,17982,17981,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11873,Powder Mill,17984,17983,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11874,Russell Lake,17986,17985,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11875,Soldier Lake,17988,17987,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11879,Thomas Lake,17999,17998,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11880,Whimsical Lake,18001,18000,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11881,Chocolate Lake,18003,18002,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11882,First Chain Lake,18005,18004,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11883,Frenchman Lake,18007,18006,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11884,Lake Major,18009,18008,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11885,Second Lake,18011,18010,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11886,Shubenacadie Grand Lake,18013,18012,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11887,Topsail Lake,18015,18014,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11888,Big Albro Lake,18017,18016,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11892,Frog Pond,18025,18024,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11893,Governor Lake,18027,18026,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11894,Kearney Lake,18029,18028,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11895,Lemont Lake,18031,18030,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11896,Long Lake,18033,18032,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11897,Loon Lake,18035,18034,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11898,McCabe Lake,18037,18036,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11899,Lake MicMac ,18039,18038,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11900,Oat Hill,18041,18040,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11901,Paper Mill,18043,18042,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11902,Powers Pond,18045,18044,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11903,Rocky Lake,18047,18046,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11904,Sandy Lake,18049,18048,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11906,Second Lake,18055,18054,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11908,Springfield Lake,18057,18056,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11911,Lake William,18065,18064,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11912,Williams Lake,18067,18066,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11913,Lake Banook,18069,18068,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11914,Bisset Lake,18071,18070,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11915,Lake Charles,18073,18072,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11916,Fletchers Lake,18075,18074,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11917,Morris Lake,18077,18076,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11918,Pennhorn lake,18079,18078,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
18,11919,Settle Lake,18081,18080,Halifax NS Calibration - 51 lakes - Ginn,Halifax51
20,11735,Adams Lake,17687,17686,Minnesota surface samples - Brugam,Minn-Brug
20,11626,Arco Lake,17437,17436,Minnesota surface samples - Brugam,Minn-Brug
20,11641,Bald Eagle Lake,17469,17468,Minnesota surface samples - Brugam,Minn-Brug
20,11660,Bass Lake,17514,17513,Minnesota surface samples - Brugam,Minn-Brug
20,11698,Bass Lake,17601,17600,Minnesota surface samples - Brugam,Minn-Brug
20,11652,Basset Lake,17494,17493,Minnesota surface samples - Brugam,Minn-Brug
20,9594,Beaver Lake,17584,17583,Minnesota surface samples - Brugam,Minn-Brug
20,11741,Big Horseshoe Lake,17699,17698,Minnesota surface samples - Brugam,Minn-Brug
20,11661,Big Pine,17516,17515,Minnesota surface samples - Brugam,Minn-Brug
20,11715,Bone Lake,17635,17634,Minnesota surface samples - Brugam,Minn-Brug
20,11621,Bright Lake,17427,17426,Minnesota surface samples - Brugam,Minn-Brug
20,11693,Brownie Lake,17590,17589,Minnesota surface samples - Brugam,Minn-Brug
20,11679,Bryant Lake,17556,17555,Minnesota surface samples - Brugam,Minn-Brug
20,11623,Budd Lake,17431,17430,Minnesota surface samples - Brugam,Minn-Brug
20,11618,Buffalo Lake,17421,17420,Minnesota surface samples - Brugam,Minn-Brug
20,11650,Burnside Lake,17490,17489,Minnesota surface samples - Brugam,Minn-Brug
20,318,Burntside Lake,17506,17505,Minnesota surface samples - Brugam,Minn-Brug
20,11656,Caribou Lake,17502,17501,Minnesota surface samples - Brugam,Minn-Brug
20,11720,Carver Lake,17647,17646,Minnesota surface samples - Brugam,Minn-Brug
20,344,Cedar Bog,17642,17422,Minnesota surface samples - Brugam,Minn-Brug
20,11619,Cedar Lake,17423,17517,Minnesota surface samples - Brugam,Minn-Brug
20,11662,Cedar Lake,17518,,Minnesota surface samples - Brugam,Minn-Brug
20,11625,Charlotte Lake,17435,17434,Minnesota surface samples - Brugam,Minn-Brug
20,11695,Christmas Lake,17594,17593,Minnesota surface samples - Brugam,Minn-Brug
20,11729,Clear Lake,17674,17673,Minnesota surface samples - Brugam,Minn-Brug
20,11731,Clear Lake,17678,17677,Minnesota surface samples - Brugam,Minn-Brug
20,11727,Cloverdale Lake,17665,17664,Minnesota surface samples - Brugam,Minn-Brug
20,11637,Coffee Lake,17461,17460,Minnesota surface samples - Brugam,Minn-Brug
20,11687,Cokato Lake,17574,17573,Minnesota surface samples - Brugam,Minn-Brug
20,11737,Comfort Lake,17691,17690,Minnesota surface samples - Brugam,Minn-Brug
20,7532,Cottonwood Lake,17471,17470,Minnesota surface samples - Brugam,Minn-Brug
20,13891,Cucumber Lake,21303,21302,Minnesota surface samples - Brugam,Minn-Brug
20,9940,Dead Coon Lake,17447,17446,Minnesota surface samples - Brugam,Minn-Brug
20,11628,Deming Lake,17441,17440,Minnesota surface samples - Brugam,Minn-Brug
20,11726,Devils Lake,17659,17658,Minnesota surface samples - Brugam,Minn-Brug
20,697,Dogfish Lake,17480,17479,Minnesota surface samples - Brugam,Minn-Brug
20,11700,Dry Lake,17605,17604,Minnesota surface samples - Brugam,Minn-Brug
20,11721,East Boot Lake,17649,17648,Minnesota surface samples - Brugam,Minn-Brug
20,10091,Elk Lake,17645,,Minnesota surface samples - Brugam,Minn-Brug
20,11644,Fall Lake,17478,17477,Minnesota surface samples - Brugam,Minn-Brug
20,11657,Fenske Lake,17504,17503,Minnesota surface samples - Brugam,Minn-Brug
20,11639,First Lake,17465,17464,Minnesota surface samples - Brugam,Minn-Brug
20,11745,Fish (Dakota),17707,17706,Minnesota surface samples - Brugam,Minn-Brug
20,11742,Fish Lake,17701,17700,Minnesota surface samples - Brugam,Minn-Brug
20,11681,Forest Lake,17560,17559,Minnesota surface samples - Brugam,Minn-Brug
20,11620,Fox Lake,17425,17424,Minnesota surface samples - Brugam,Minn-Brug
20,11678,Fox Lake,17554,17553,Minnesota surface samples - Brugam,Minn-Brug
20,11676,Gardner Lake,17548,17547,Minnesota surface samples - Brugam,Minn-Brug
20,11732,Gervais Lake,17681,17680,Minnesota surface samples - Brugam,Minn-Brug
20,11648,Gneiss Lake,17487,,Minnesota surface samples - Brugam,Minn-Brug
20,11740,Goose Lake,17697,17696,Minnesota surface samples - Brugam,Minn-Brug
20,11686,Green Lake,17572,17571,Minnesota surface samples - Brugam,Minn-Brug
20,11674,Gull Lake,17544,17543,Minnesota surface samples - Brugam,Minn-Brug
20,11624,Hall Lake,17433,17432,Minnesota surface samples - Brugam,Minn-Brug
20,11663,Harriet Lake,17520,17519,Minnesota surface samples - Brugam,Minn-Brug
20,11665,Hiawatha Lake,17524,17523,Minnesota surface samples - Brugam,Minn-Brug
20,11697,High Lake,17599,17598,Minnesota surface samples - Brugam,Minn-Brug
20,11725,Holland Lake,17657,17656,Minnesota surface samples - Brugam,Minn-Brug
20,11701,Hornby Lake,17607,17606,Minnesota surface samples - Brugam,Minn-Brug
20,11690,Hunt Lake,17582,17581,Minnesota surface samples - Brugam,Minn-Brug
20,11705,Indiana Lake,17615,17614,Minnesota surface samples - Brugam,Minn-Brug
20,11635,Island Lake,17457,17456,Minnesota surface samples - Brugam,Minn-Brug
20,11627,Josephine Lake,17439,17438,Minnesota surface samples - Brugam,Minn-Brug
20,11684,Kandyohi Lake,17568,17567,Minnesota surface samples - Brugam,Minn-Brug
20,9825,Kelly-Dudley Lake,17564,17563,Minnesota surface samples - Brugam,Minn-Brug
20,11654,Kremer Lake,17498,17497,Minnesota surface samples - Brugam,Minn-Brug
20,11711,Kroon Lake,17627,17626,Minnesota surface samples - Brugam,Minn-Brug
20,1526,Kylen Lake,17670,17669,Minnesota surface samples - Brugam,Minn-Brug
20,29,Lake Allie,17473,17472,Minnesota surface samples - Brugam,Minn-Brug
20,11718,Lake Andrew,17641,17640,Minnesota surface samples - Brugam,Minn-Brug
20,11664,Lake Calhoun,17522,17521,Minnesota surface samples - Brugam,Minn-Brug
20,1548,Lake Carlson,17532,17531,Minnesota surface samples - Brugam,Minn-Brug
20,11722,Lake Jane,17651,17650,Minnesota surface samples - Brugam,Minn-Brug
20,11683,Lake Mazaska,17566,17565,Minnesota surface samples - Brugam,Minn-Brug
20,11642,Lake Minnewashta,17475,17474,Minnesota surface samples - Brugam,Minn-Brug
20,11666,Lake Nokomis,17526,17525,Minnesota surface samples - Brugam,Minn-Brug
20,11668,Lake of Isles,17530,17529,Minnesota surface samples - Brugam,Minn-Brug
20,11614,Lake of the Valley,17413,17412,Minnesota surface samples - Brugam,Minn-Brug
20,11733,Lake Owasso,17683,17682,Minnesota surface samples - Brugam,Minn-Brug
20,11680,Lake Riley,17558,17557,Minnesota surface samples - Brugam,Minn-Brug
20,11633,Lake Shetek,17453,17452,Minnesota surface samples - Brugam,Minn-Brug
20,11651,Lake South of Burnside,17492,17491,Minnesota surface samples - Brugam,Minn-Brug
20,11734,Lake Wabasso,17685,17684,Minnesota surface samples - Brugam,Minn-Brug
20,11685,Lake Wagonga,17570,17569,Minnesota surface samples - Brugam,Minn-Brug
20,11671,Leavitt Lake,17538,17537,Minnesota surface samples - Brugam,Minn-Brug
20,10134,Little Horseshoe Lake,17661,17660,Minnesota surface samples - Brugam,Minn-Brug
20,11615,Long Lake,17415,17414,Minnesota surface samples - Brugam,Minn-Brug
20,11640,Long Lake,17467,17466,Minnesota surface samples - Brugam,Minn-Brug
20,11723,Long Lake,17653,17652,Minnesota surface samples - Brugam,Minn-Brug
20,11638,Lords Lake,17463,17462,Minnesota surface samples - Brugam,Minn-Brug
20,11699,Low Lake,17603,17602,Minnesota surface samples - Brugam,Minn-Brug
20,11689,Madison Lake,17578,17577,Minnesota surface samples - Brugam,Minn-Brug
20,11649,Maraboeuf Lake,17488,,Minnesota surface samples - Brugam,Minn-Brug
20,11672,Margaret Lake,17540,17539,Minnesota surface samples - Brugam,Minn-Brug
20,11730,Mays Lake,17676,17675,Minnesota surface samples - Brugam,Minn-Brug
20,11682,McCarrons Lake,17562,17561,Minnesota surface samples - Brugam,Minn-Brug
20,1664,McCraney Lake,17411,17410,Minnesota surface samples - Brugam,Minn-Brug
20,11704,McIntyre Lake,17613,17612,Minnesota surface samples - Brugam,Minn-Brug
20,11645,Meander Lake,17482,17481,Minnesota surface samples - Brugam,Minn-Brug
20,11713,Moody Lake,17631,17630,Minnesota surface samples - Brugam,Minn-Brug
20,11675,Nemec Lake,17546,17545,Minnesota surface samples - Brugam,Minn-Brug
20,11659,Nickel Lake,17512,17511,Minnesota surface samples - Brugam,Minn-Brug
20,11632,Oaks Lake,17451,17450,Minnesota surface samples - Brugam,Minn-Brug
20,1820,Pennington Lake,17679,,Minnesota surface samples - Brugam,Minn-Brug
20,11714,Peterson Lake,17633,17632,Minnesota surface samples - Brugam,Minn-Brug
20,11612,Pickerel Lake,17408,17407,Minnesota surface samples - Brugam,Minn-Brug
20,11673,Pike Lake,17542,17541,Minnesota surface samples - Brugam,Minn-Brug
20,11658,Pine Lake,17510,17509,Minnesota surface samples - Brugam,Minn-Brug
20,11703,Pine Lake,17611,17610,Minnesota surface samples - Brugam,Minn-Brug
20,13887,Pokegamma Lake,21298,21297,Minnesota surface samples - Brugam,Minn-Brug
20,11724,Powers Lake,17655,17654,Minnesota surface samples - Brugam,Minn-Brug
20,2548,Quallen Lake [Terhell Pond],17550,17549,Minnesota surface samples - Brugam,Minn-Brug
20,11708,Railroad Lake,17621,17620,Minnesota surface samples - Brugam,Minn-Brug
20,11709,Red Lake,17623,17622,Minnesota surface samples - Brugam,Minn-Brug
20,11646,Saganaga lake,17484,17483,Minnesota surface samples - Brugam,Minn-Brug
20,10144,Saint Olaf Lake,17580,17579,Minnesota surface samples - Brugam,Minn-Brug
20,11746,Sakatah lake,17709,17708,Minnesota surface samples - Brugam,Minn-Brug
20,11717,Sand Lake,17639,17638,Minnesota surface samples - Brugam,Minn-Brug
20,11631,Sarah Lake,17449,17448,Minnesota surface samples - Brugam,Minn-Brug
20,11694,School Grove Lake,17592,17591,Minnesota surface samples - Brugam,Minn-Brug
20,2293,Shagawa Lake,17508,17507,Minnesota surface samples - Brugam,Minn-Brug
20,11688,Shields Lake,17576,17575,Minnesota surface samples - Brugam,Minn-Brug
20,11712,Shields Lake,17629,17628,Minnesota surface samples - Brugam,Minn-Brug
20,11739,Skogman Lake,17695,17694,Minnesota surface samples - Brugam,Minn-Brug
20,11622,South Silver Lake,17429,17428,Minnesota surface samples - Brugam,Minn-Brug
20,11716,Square Lake,17637,17636,Minnesota surface samples - Brugam,Minn-Brug
20,11629,Squaw Lake,17443,17442,Minnesota surface samples - Brugam,Minn-Brug
20,11636,Sturgeon Lake,17459,17458,Minnesota surface samples - Brugam,Minn-Brug
20,2524,Sunfish Lake,17663,17662,Minnesota surface samples - Brugam,Minn-Brug
20,11655,Surprise lake,17500,17499,Minnesota surface samples - Brugam,Minn-Brug
20,11634,Talcott Lake,17455,17454,Minnesota surface samples - Brugam,Minn-Brug
20,11762,Tamarack Lake,17771,17770,Minnesota surface samples - Brugam,Minn-Brug
20,11691,Tetonka Lake,17586,17585,Minnesota surface samples - Brugam,Minn-Brug
20,11707,Thompson Lake,17619,17618,Minnesota surface samples - Brugam,Minn-Brug
20,11710,Tony Lake,17625,17624,Minnesota surface samples - Brugam,Minn-Brug
20,11647,Trout Bay,17486,17485,Minnesota surface samples - Brugam,Minn-Brug
20,11743,Twin Lake,17703,17702,Minnesota surface samples - Brugam,Minn-Brug
20,11744,Twin Lake,17705,17704,Minnesota surface samples - Brugam,Minn-Brug
20,11669,Washburn lake,17534,17533,Minnesota surface samples - Brugam,Minn-Brug
20,11677,Waubun Lake,17552,17551,Minnesota surface samples - Brugam,Minn-Brug
20,11738,West Boot Lake,17693,17692,Minnesota surface samples - Brugam,Minn-Brug
20,11653,Whitefish Lake,17496,17495,Minnesota surface samples - Brugam,Minn-Brug
20,11692,Willmar Lake,17588,17587,Minnesota surface samples - Brugam,Minn-Brug
20,11667,Wirth Lake,17528,17527,Minnesota surface samples - Brugam,Minn-Brug
20,11630,Wood Lake,17445,17444,Minnesota surface samples - Brugam,Minn-Brug
20,11670,Woods Lake,17536,17535,Minnesota surface samples - Brugam,Minn-Brug
20,13314,Woodworth Lake 2,19866,19865,Minnesota surface samples - Brugam,Minn-Brug
20,13313,Woodworth Lake 4,19864,19863,Minnesota surface samples - Brugam,Minn-Brug
21,13027,A. Clement,19321,19320,New Jersey - New York Paleo,NJ-NYpaleo
21,13067,Bennetts Pond,19394,19393,New Jersey - New York Paleo,NJ-NYpaleo
21,13028,Campells Pond,19400,19399,New Jersey - New York Paleo,NJ-NYpaleo
21,13029,Cedar Lake,19327,19326,New Jersey - New York Paleo,NJ-NYpaleo
21,13030,Cedar Lake 2,19329,19328,New Jersey - New York Paleo,NJ-NYpaleo
21,13031,Chesler Lake,19331,19330,New Jersey - New York Paleo,NJ-NYpaleo
21,13032,Clint Millpond,19333,19332,New Jersey - New York Paleo,NJ-NYpaleo
21,13033,Cooper River Lake,19335,19334,New Jersey - New York Paleo,NJ-NYpaleo
21,13034,Crystal Spring Lake,19337,19336,New Jersey - New York Paleo,NJ-NYpaleo
21,13035,Cumberland Pond,19339,19338,New Jersey - New York Paleo,NJ-NYpaleo
21,13070,Dennisville Lake,19402,19401,New Jersey - New York Paleo,NJ-NYpaleo
21,13036,Echo Lake,19340,19691,New Jersey - New York Paleo,NJ-NYpaleo
21,13071,Flamingo Lake,19404,19403,New Jersey - New York Paleo,NJ-NYpaleo
21,13037,Gardners Pond,19342,19341,New Jersey - New York Paleo,NJ-NYpaleo
21,13038,Harrisville Lake,19344,19343,New Jersey - New York Paleo,NJ-NYpaleo
21,13074,Japanese Garden,19409,,New Jersey - New York Paleo,NJ-NYpaleo
21,13039,Kittatiny Lake,19346,19345,New Jersey - New York Paleo,NJ-NYpaleo
21,13072,Lefferts Lake ,19406,19405,New Jersey - New York Paleo,NJ-NYpaleo
21,13075,Millhurst Pond,19411,19410,New Jersey - New York Paleo,NJ-NYpaleo
21,13076,Muchshaw Pond,19412,,New Jersey - New York Paleo,NJ-NYpaleo
21,13078,Brainerd Lake(NJSD17_5),19415,,New Jersey - New York Paleo,NJ-NYpaleo
21,13080,Saginaw Lake,19417,19416,New Jersey - New York Paleo,NJ-NYpaleo
22,13045,Spring Grove Pond,19363,,New England Paleo NEIWPCC 2009,NE-Paleo09
22,13046,Otter Pond ,19364,,New England Paleo NEIWPCC 2009,NE-Paleo10
22,13047,Little Diamond Pond ,19365,,New England Paleo NEIWPCC 2009,NE-Paleo11
